subject,frequency
gnd:4732282-2,1
gnd:4183759-9,1
gnd:4779113-5,3
gnd:4014341-7,1
gnd:1073608352,1
gnd:4183122-6,1
gnd:4500736-6,1
gnd:4638693-2,1
gnd:1173753311,1
gnd:4846555-0,1
gnd:4284995-0,1
gnd:4338639-8,1
gnd:4190111-3,2
gnd:4169866-6,1
gnd:4248301-3,3
gnd:4133115-1,1
gnd:4421318-9,1
gnd:7714525-2,1
gnd:4803374-1,1
gnd:4261878-2,1
gnd:4207285-2,1
gnd:4146101-0,1
gnd:4312655-8,1
gnd:4174479-2,1
gnd:4147365-6,1
gnd:4410515-0,1
gnd:4057778-8,1
gnd:4284571-3,1
gnd:4158304-8,3
gnd:4184950-4,2
gnd:4777306-6,1
gnd:4169924-5,1
gnd:7714640-2,1
gnd:4162504-3,1
gnd:4311402-7,1
gnd:4040959-4,1
gnd:4124852-1,4
gnd:4188447-4,1
gnd:4063638-0,1
gnd:4189342-6,1
gnd:1171150660,1
gnd:4122412-7,1
gnd:4141854-2,1
gnd:4176902-8,1
gnd:4175987-4,1
gnd:7524461-5,1
gnd:4041412-7,1
gnd:4236540-5,1
gnd:4048442-7,2
gnd:4143809-7,1
gnd:4455981-1,1
gnd:4155417-6,1
gnd:4312998-5,1
gnd:4001255-4,2
gnd:4317780-3,1
gnd:7623265-7,1
gnd:4070746-5,3
gnd:4179595-7,1
gnd:4190754-1,1
gnd:4702626-1,1
gnd:4633620-5,1
gnd:4271759-0,1
gnd:4200223-0,2
gnd:1309822123,1
gnd:4169549-5,1
gnd:4347401-9,1
gnd:4181835-0,1
gnd:4176775-5,1
gnd:4069335-1,5
gnd:4226163-6,1
gnd:4171630-9,1
gnd:4187472-9,1
gnd:4155786-4,1
gnd:4210751-9,1
gnd:4126285-2,1
gnd:4138351-5,1
gnd:4182329-1,1
gnd:4127744-2,2
gnd:4188847-9,1
gnd:4289918-7,2
gnd:4732816-2,5
gnd:7705574-3,1
gnd:4155995-2,1
gnd:4191867-8,1
gnd:4020069-3,1
gnd:4043047-9,1
gnd:4251580-4,1
gnd:4200132-8,1
gnd:4038108-0,1
gnd:4382424-9,1
gnd:4421423-6,3
gnd:4208472-6,1
gnd:4123665-8,1
gnd:4217343-7,3
gnd:4034943-3,1
gnd:4775687-1,1
gnd:4219194-4,1
gnd:4190446-1,1
gnd:4265325-3,1
gnd:4297519-0,1
gnd:4441716-0,1
gnd:4163445-7,2
gnd:4645038-5,1
gnd:4241889-6,3
gnd:4436966-9,1
gnd:4115704-7,2
gnd:4241891-4,1
gnd:4308675-5,1
gnd:4054045-5,2
gnd:4120175-9,1
gnd:4133275-1,1
gnd:4010323-7,1
gnd:4259413-3,1
gnd:4152080-4,1
gnd:4767789-2,2
gnd:4077606-2,2
gnd:7658941-9,2
gnd:4003051-9,1
gnd:4139215-2,1
gnd:4153442-6,1
gnd:4065617-2,1
gnd:4178672-5,1
gnd:4165245-9,6
gnd:4166292-1,1
gnd:4022278-0,2
gnd:4379901-2,1
gnd:103301544X,2
gnd:4458304-7,1
gnd:4226550-2,1
gnd:4316944-2,1
gnd:7741477-9,1
gnd:4226187-9,1
gnd:4152654-5,2
gnd:4183856-7,2
gnd:4053488-1,3
gnd:7585148-9,2
gnd:1147325278,2
gnd:4113760-7,1
gnd:4048245-5,2
gnd:4151815-9,1
gnd:4042839-4,2
gnd:4474521-7,1
gnd:4516479-4,1
gnd:4430771-8,1
gnd:4165437-7,1
gnd:4807425-1,2
gnd:4824190-8,2
gnd:7706678-9,1
gnd:4704756-2,1
gnd:4617682-2,1
gnd:4143009-8,1
gnd:4140166-9,1
gnd:7529653-6,1
gnd:4259556-3,1
gnd:4032055-8,1
gnd:4112680-4,6
gnd:4738133-4,2
gnd:4455179-4,1
gnd:4070574-2,1
gnd:4426800-2,1
gnd:4206780-7,1
gnd:4172116-0,1
gnd:4294998-1,1
gnd:4308019-4,2
gnd:4434525-2,1
gnd:4115646-8,2
gnd:4270785-7,1
gnd:4142023-8,1
gnd:4731521-0,1
gnd:4172391-0,1
gnd:4391328-3,1
gnd:4608416-2,3
gnd:4237233-1,1
gnd:4137768-0,1
gnd:4162101-3,1
gnd:4293797-8,2
gnd:4162081-1,2
gnd:4428183-3,2
gnd:4159080-6,1
gnd:4263232-8,1
gnd:4400110-1,1
gnd:4774268-9,1
gnd:4444280-4,1
gnd:4493107-4,1
gnd:4176004-9,1
gnd:4245163-2,1
gnd:4333911-6,1
gnd:4052146-1,2
gnd:4754601-3,1
gnd:4183543-8,1
gnd:4052995-2,1
gnd:4504655-4,1
gnd:4381576-5,1
gnd:4403440-4,1
gnd:4190019-4,1
gnd:4296792-2,1
gnd:4073736-6,3
gnd:4131943-6,2
gnd:4158638-4,1
gnd:1081335467,2
gnd:1037973984,3
gnd:4019889-3,3
gnd:4165739-1,1
gnd:4020040-1,1
gnd:4124397-3,1
gnd:4131557-1,2
gnd:7566777-0,2
gnd:7541334-6,1
gnd:4145168-5,1
gnd:4218840-4,1
gnd:4231157-3,2
gnd:4568836-9,4
gnd:1201437083,1
gnd:4164883-3,1
gnd:4079396-5,1
gnd:4023001-6,1
gnd:4326651-4,1
gnd:4142483-9,1
gnd:4387576-2,1
gnd:4231350-8,1
gnd:4206018-7,2
gnd:1064897975,2
gnd:4143709-3,1
gnd:4410203-3,1
gnd:4424478-2,1
gnd:4637476-0,1
gnd:4182333-3,1
gnd:4154157-1,1
gnd:4001869-6,2
gnd:4190768-1,1
gnd:4067707-2,2
gnd:7562931-8,5
gnd:4487620-8,2
gnd:4314530-9,3
gnd:4215804-7,5
gnd:4121581-3,5
gnd:4192978-0,1
gnd:4152667-3,1
gnd:7722751-7,3
gnd:7733743-8,1
gnd:4131289-2,5
gnd:4292338-4,1
gnd:4231319-3,1
gnd:4169642-6,1
gnd:4128571-2,1
gnd:1027595863,2
gnd:1034445316,1
gnd:4145622-1,2
gnd:4159920-2,1
gnd:4138433-7,4
gnd:4137293-1,1
gnd:1050035844,1
gnd:4774177-6,1
gnd:4236807-8,1
gnd:4287197-9,1
gnd:7621503-9,1
gnd:4206466-1,1
gnd:1097625095,1
gnd:1035443651,6
gnd:4234500-5,1
gnd:1209288494,1
gnd:4819733-6,1
gnd:4124453-9,1
gnd:4135132-0,1
gnd:4392837-7,2
gnd:4473280-6,1
gnd:4327378-6,2
gnd:4274826-4,2
gnd:4007414-6,1
gnd:4140120-7,1
gnd:4121641-6,1
gnd:4576144-9,1
gnd:4259250-1,1
gnd:4033695-5,1
gnd:4029105-4,1
gnd:4175106-1,1
gnd:4272343-7,1
gnd:4278254-5,1
gnd:4073993-4,1
gnd:4139336-3,2
gnd:7729750-7,2
gnd:4718102-3,1
gnd:7632715-2,2
gnd:4312859-2,2
gnd:4350479-6,2
gnd:4074365-2,2
gnd:7567139-6,1
gnd:4758775-1,1
gnd:4127993-1,1
gnd:4027005-1,2
gnd:7658708-3,1
gnd:7578966-8,1
gnd:4296763-6,1
gnd:4017012-3,1
gnd:4709495-3,1
gnd:4705164-4,2
gnd:4156249-5,1
gnd:4141833-5,1
gnd:4039714-2,1
gnd:4461692-2,1
gnd:4122614-8,2
gnd:4157215-4,6
gnd:4125453-3,6
gnd:4678826-8,2
gnd:4301980-8,1
gnd:4175275-2,1
gnd:4132042-6,1
gnd:1033022136,1
gnd:4468977-9,1
gnd:4162237-6,1
gnd:4393651-9,1
gnd:4154747-0,1
gnd:4245206-5,2
gnd:1304275892,1
gnd:4171749-1,2
gnd:4342085-0,1
gnd:4011447-8,2
gnd:4651655-4,1
gnd:4523144-8,2
gnd:7616440-8,1
gnd:4003856-7,2
gnd:4165119-4,11
gnd:4202962-4,1
gnd:4138650-4,1
gnd:4190643-3,1
gnd:4124832-6,1
gnd:4049418-4,1
gnd:4024001-0,1
gnd:4170374-1,1
gnd:4598815-8,1
gnd:4377422-2,1
gnd:4123986-6,3
gnd:4242564-5,1
gnd:4523240-4,4
gnd:4070485-3,24
gnd:4071867-0,7
gnd:4185082-8,1
gnd:4135971-9,4
gnd:4113774-7,1
gnd:4063106-0,4
gnd:4072298-3,1
gnd:4480322-9,1
gnd:4561590-1,1
gnd:4124813-2,1
gnd:4313131-1,1
gnd:4219947-5,2
gnd:4182527-5,1
gnd:4122218-0,1
gnd:4306741-4,1
gnd:4411437-0,1
gnd:4128591-8,1
gnd:4190630-5,1
gnd:4714529-8,1
gnd:4182770-3,1
gnd:4370311-2,1
gnd:4122086-9,4
gnd:4116365-5,2
gnd:4154250-2,3
gnd:4416926-7,2
gnd:4189216-1,1
gnd:7636250-4,1
gnd:4158222-6,1
gnd:4331586-0,1
gnd:4649244-6,1
gnd:7520473-3,1
gnd:4120974-6,3
gnd:4142954-0,2
gnd:4034864-7,15
gnd:4136411-9,1
gnd:7519975-0,1
gnd:4052798-0,2
gnd:4243619-9,1
gnd:4585125-6,2
gnd:7530769-8,1
gnd:4777083-1,1
gnd:4536859-4,1
gnd:7563239-1,2
gnd:4020922-2,1
gnd:4018037-2,2
gnd:4012922-6,2
gnd:4410655-5,2
gnd:4125082-5,7
gnd:4077618-9,2
gnd:4077571-9,2
gnd:4538434-4,1
gnd:7563853-8,2
gnd:4113807-7,2
gnd:4129147-5,7
gnd:4246872-3,1
gnd:4199751-7,1
gnd:4275746-0,1
gnd:4181217-7,3
gnd:4475865-0,1
gnd:4055183-0,5
gnd:4114524-0,1
gnd:4167590-3,1
gnd:4062386-5,5
gnd:4048828-7,1
gnd:4252184-1,2
gnd:4167854-0,2
gnd:4170765-5,1
gnd:4230931-1,2
gnd:4329391-8,2
gnd:4126865-9,13
gnd:4164941-2,1
gnd:4079011-3,4
gnd:4126516-6,2
gnd:7577525-6,1
gnd:4177685-9,1
gnd:4037865-2,1
gnd:1165598906,4
gnd:4301028-3,1
gnd:4164336-7,1
gnd:4126093-4,2
gnd:4381357-4,1
gnd:4193415-5,2
gnd:4005104-3,4
gnd:4020865-5,1
gnd:4140378-2,1
gnd:4544259-9,3
gnd:4112500-9,4
gnd:7514977-1,1
gnd:4058187-1,1
gnd:4177086-9,1
gnd:4033430-2,2
gnd:4015106-2,1
gnd:4636472-9,2
gnd:4123636-1,1
gnd:4137385-6,1
gnd:4032010-8,1
gnd:4060290-4,2
gnd:4123409-1,5
gnd:4127794-6,6
gnd:4136914-2,1
gnd:1125735104,2
gnd:4621481-1,2
gnd:4192232-3,2
gnd:4112726-2,6
gnd:4026617-5,6
gnd:4167401-7,2
gnd:4184584-5,2
gnd:4037217-0,2
gnd:4197453-0,1
gnd:4074722-0,7
gnd:4489165-9,1
gnd:4004037-9,2
gnd:4144860-1,1
gnd:4185836-0,1
gnd:4182198-1,1
gnd:4028939-4,3
gnd:4008059-6,5
gnd:4008054-7,1
gnd:4358840-2,1
gnd:4131791-9,2
gnd:4069644-3,1
gnd:4236161-8,2
gnd:4061822-5,1
gnd:4774942-8,1
gnd:4135148-4,2
gnd:4775100-9,5
gnd:4038872-4,5
gnd:4131645-9,1
gnd:4266310-6,1
gnd:4817560-2,1
gnd:4179714-0,2
gnd:4199090-0,1
gnd:4139271-1,1
gnd:7616799-9,2
gnd:4243780-5,4
gnd:4136846-0,4
gnd:4139398-3,10
gnd:4017776-2,3
gnd:4461616-8,1
gnd:4058507-4,3
gnd:4645674-0,2
gnd:4624975-8,1
gnd:4150308-9,3
gnd:4065454-0,5
gnd:4015207-8,2
gnd:4220837-3,1
gnd:4063790-6,1
gnd:4177893-5,1
gnd:4004462-2,2
gnd:4133980-0,2
gnd:4041005-5,5
gnd:4132252-6,2
gnd:4060055-5,2
gnd:4156551-4,1
gnd:4382078-5,1
gnd:4123125-9,10
gnd:4178388-8,7
gnd:4146582-9,1
gnd:4309132-5,1
gnd:4000757-1,1
gnd:4018877-2,1
gnd:4165483-3,2
gnd:4138307-2,2
gnd:4848220-1,1
gnd:4072636-8,10
gnd:4395677-4,2
gnd:4066475-2,4
gnd:4335640-0,3
gnd:4177592-2,1
gnd:4156272-0,1
gnd:1062915038,2
gnd:4141552-8,2
gnd:4121258-7,2
gnd:4121384-1,1
gnd:4391998-4,1
gnd:4139007-6,5
gnd:4520946-7,1
gnd:4113438-2,1
gnd:4191168-4,1
gnd:4006164-4,2
gnd:4042866-7,1
gnd:4116534-2,10
gnd:4072350-1,1
gnd:4159256-6,1
gnd:4133771-2,1
gnd:4546902-7,1
gnd:4643467-7,1
gnd:4753571-4,2
gnd:4443077-2,1
gnd:4009080-2,1
gnd:4032594-5,10
gnd:4071810-4,1
gnd:4755581-6,5
gnd:4130880-3,5
gnd:4782915-1,1
gnd:4063121-7,1
gnd:4168907-0,7
gnd:4040962-4,1
gnd:4388294-8,1
gnd:4372430-9,1
gnd:4838491-4,1
gnd:4112502-2,1
gnd:4014363-6,4
gnd:7553991-3,1
gnd:4380738-0,1
gnd:4835252-4,2
gnd:4835253-6,1
gnd:4041365-2,1
gnd:4775102-2,4
gnd:1194210376,1
gnd:4760459-1,2
gnd:4004624-2,1
gnd:7531544-0,1
gnd:4172848-8,2
gnd:1156193605,4
gnd:4669387-7,2
gnd:116524313X,1
gnd:4120871-7,4
gnd:1152106856,1
gnd:4120707-5,1
gnd:4723824-0,9
gnd:4138222-5,1
gnd:4078937-8,2
gnd:4153148-6,1
gnd:4012307-8,2
gnd:4152928-5,2
gnd:4568660-9,1
gnd:4025111-1,6
gnd:4300861-6,5
gnd:4508530-4,1
gnd:4199974-5,2
gnd:4297586-4,1
gnd:4011362-0,1
gnd:7743749-4,1
gnd:4251799-0,1
gnd:4012845-3,1
gnd:7735293-2,1
gnd:4139389-2,10
gnd:4417379-9,1
gnd:4065472-2,4
gnd:4353901-4,2
gnd:4486032-8,1
gnd:4071026-9,3
gnd:4128631-5,4
gnd:4148868-4,1
gnd:4274066-6,1
gnd:4003484-7,4
gnd:4071788-4,3
gnd:4019977-0,1
gnd:119562610X,1
gnd:4528108-7,1
gnd:4115736-9,1
gnd:4214003-1,4
gnd:4277107-9,1
gnd:4298384-8,1
gnd:4500164-9,3
gnd:4133914-9,4
gnd:4013770-3,4
gnd:4030650-1,5
gnd:1211559238,1
gnd:4155035-3,2
gnd:4272156-8,1
gnd:4315814-6,1
gnd:4200451-2,1
gnd:4772205-8,1
gnd:4125673-6,3
gnd:4169129-5,1
gnd:4619677-8,1
gnd:4187210-1,2
gnd:4031225-2,5
gnd:4057534-2,1
gnd:4043726-7,1
gnd:4129300-9,2
gnd:4003677-7,3
gnd:4125901-4,2
gnd:4020997-0,2
gnd:4014562-1,1
gnd:4128464-1,2
gnd:4033667-0,1
gnd:4036546-3,1
gnd:4021716-4,4
gnd:4018537-0,2
gnd:7525719-1,1
gnd:1195626339,1
gnd:4040869-3,1
gnd:4115774-6,1
gnd:4284512-9,1
gnd:4284511-7,1
gnd:4075127-2,2
gnd:4127817-3,1
gnd:4032359-6,1
gnd:4020470-4,1
gnd:4058813-0,2
gnd:4003776-9,1
gnd:4349128-5,1
gnd:4140706-4,1
gnd:4234502-9,2
gnd:4598029-9,1
gnd:4055364-4,1
gnd:4125488-0,2
gnd:4023979-2,4
gnd:4414844-6,1
gnd:4801109-5,1
gnd:4751401-2,1
gnd:4501271-4,1
gnd:4680732-9,1
gnd:4125861-7,1
gnd:7858089-4,5
gnd:4182705-3,1
gnd:4030581-8,6
gnd:1245564633,2
gnd:4774382-7,2
gnd:4190518-0,1
gnd:4154148-0,2
gnd:4189634-8,1
gnd:4491154-3,1
gnd:7693207-2,3
gnd:4054433-3,1
gnd:4273138-0,1
gnd:4013752-1,1
gnd:4054561-1,1
gnd:4047710-1,1
gnd:4198892-9,4
gnd:4123819-9,3
gnd:4135780-2,3
gnd:4062621-0,10
gnd:4528912-8,3
gnd:4261128-3,2
gnd:4203188-6,3
gnd:4065455-2,3
gnd:4113859-4,1
gnd:7566249-8,1
gnd:4443349-9,1
gnd:4161542-6,5
gnd:4056412-5,3
gnd:4303535-8,4
gnd:1081336129,3
gnd:4112760-2,5
gnd:4275311-9,2
gnd:4305126-1,2
gnd:4144950-2,3
gnd:4074067-5,3
gnd:4184689-8,2
gnd:7791249-4,1
gnd:4187658-1,1
gnd:4028863-8,9
gnd:4056501-4,2
gnd:4074101-1,1
gnd:4121311-7,2
gnd:4162986-3,1
gnd:4046840-9,4
gnd:4123262-8,2
gnd:4046497-0,2
gnd:4275307-7,1
gnd:4394949-6,1
gnd:4120677-0,2
gnd:4269130-8,2
gnd:4469562-7,3
gnd:7535806-2,1
gnd:4141642-9,1
gnd:4376704-7,1
gnd:4122178-3,1
gnd:4639517-9,1
gnd:4064228-8,2
gnd:4064760-2,2
gnd:4037419-1,1
gnd:7842524-4,3
gnd:4121399-3,3
gnd:4004668-0,2
gnd:4163824-4,2
gnd:4124422-9,1
gnd:4170534-8,1
gnd:4244143-2,1
gnd:4318318-9,2
gnd:4048262-5,1
gnd:4232761-1,2
gnd:4116384-9,2
gnd:4165969-7,1
gnd:4135461-8,1
gnd:4144149-7,5
gnd:4140613-8,2
gnd:4144882-0,1
gnd:4004629-1,2
gnd:4620484-2,1
gnd:4381801-8,1
gnd:4160072-1,9
gnd:7692229-7,1
gnd:4245617-4,1
gnd:4180656-6,1
gnd:7540823-5,3
gnd:4295459-9,3
gnd:4123811-4,3
gnd:4174605-3,3
gnd:4137265-7,2
gnd:4049506-1,3
gnd:4130530-9,3
gnd:4125691-8,1
gnd:4125209-3,4
gnd:4122885-6,46
gnd:4321732-1,2
gnd:4132685-4,1
gnd:4842998-3,2
gnd:4494667-3,1
gnd:4172736-8,2
gnd:4598687-3,2
gnd:4010163-0,1
gnd:4623124-9,2
gnd:4157500-3,3
gnd:4113987-2,1
gnd:4128223-1,1
gnd:4780730-1,1
gnd:4153197-8,1
gnd:4687715-0,1
gnd:7608229-5,1
gnd:4127996-7,1
gnd:4488959-8,1
gnd:4166441-3,1
gnd:4346885-8,2
gnd:4003920-1,3
gnd:4003749-6,3
gnd:4183355-7,1
gnd:4192618-3,3
gnd:4212785-3,1
gnd:4138436-2,1
gnd:4204780-8,1
gnd:7730204-7,2
gnd:4128069-6,1
gnd:4181478-2,1
gnd:4208851-3,1
gnd:4000065-5,14
gnd:4408583-7,2
gnd:4273513-0,5
gnd:4152787-2,1
gnd:4136710-8,2
gnd:7614080-5,2
gnd:4139137-8,3
gnd:4137182-3,2
gnd:4299677-6,1
gnd:4063327-5,1
gnd:4189135-1,3
gnd:112131015X,1
gnd:4000320-6,4
gnd:7730888-8,1
gnd:4849159-7,1
gnd:1032061464,3
gnd:4150439-2,2
gnd:4201521-2,5
gnd:4179142-3,1
gnd:4424990-1,2
gnd:4069484-7,4
gnd:4122886-8,2
gnd:7679454-4,2
gnd:4493706-4,2
gnd:4169687-6,1
gnd:4077579-3,8
gnd:4115404-6,2
gnd:4139318-1,3
gnd:4454574-5,5
gnd:4131152-8,1
gnd:4113500-3,1
gnd:1024955869,1
gnd:4668070-6,1
gnd:4604953-8,2
gnd:4077212-3,1
gnd:4146023-6,1
gnd:4261294-9,3
gnd:4322897-5,1
gnd:4046449-0,4
gnd:126250502X,2
gnd:4875813-9,1
gnd:4181935-4,3
gnd:4180032-1,1
gnd:4205631-7,2
gnd:1198157054,2
gnd:4022498-3,1
gnd:4136963-4,1
gnd:7518663-9,1
gnd:4125642-6,1
gnd:4188488-7,1
gnd:7630863-7,1
gnd:4177613-6,1
gnd:7690691-7,3
gnd:4195888-3,1
gnd:4137704-7,1
gnd:4463630-1,1
gnd:7711480-2,1
gnd:4077877-0,1
gnd:4232796-9,1
gnd:4329927-1,4
gnd:4169436-3,13
gnd:4351821-7,2
gnd:4138252-3,1
gnd:4124626-3,2
gnd:4610187-1,1
gnd:4610188-3,1
gnd:4130607-7,1
gnd:4214088-2,1
gnd:4036510-4,3
gnd:4039845-6,1
gnd:4144935-6,1
gnd:4636909-0,2
gnd:4045998-6,3
gnd:4032684-6,1
gnd:4030764-5,1
gnd:4041763-3,3
gnd:4138767-3,2
gnd:4136098-9,1
gnd:4002818-5,3
gnd:4121584-9,2
gnd:4075367-0,2
gnd:4192352-2,3
gnd:4232606-0,2
gnd:4658152-2,7
gnd:4123871-0,3
gnd:4125587-2,1
gnd:4055225-1,2
gnd:4214891-1,1
gnd:4197259-4,1
gnd:4169994-4,1
gnd:4114393-0,1
gnd:4122211-8,1
gnd:4039211-9,1
gnd:4037034-3,1
gnd:4036113-5,1
gnd:4011148-9,2
gnd:4122264-7,1
gnd:1023334607,2
gnd:4123101-6,1
gnd:4078547-6,2
gnd:4155575-2,2
gnd:4071465-2,3
gnd:4203400-0,1
gnd:4193438-6,1
gnd:4627797-3,1
gnd:4184963-2,1
gnd:4155008-0,7
gnd:4152444-5,7
gnd:4120795-6,2
gnd:1075075726,1
gnd:4031193-4,1
gnd:4225118-7,3
gnd:4057455-6,2
gnd:4032836-3,1
gnd:4043136-8,1
gnd:4113704-8,1
gnd:4139078-7,1
gnd:4144232-5,1
gnd:4126314-5,2
gnd:4002480-5,5
gnd:4062658-1,1
gnd:4005935-2,29
gnd:4144774-8,1
gnd:126084787X,3
gnd:4023920-2,1
gnd:4127380-1,5
gnd:4120555-8,1
gnd:4129051-3,2
gnd:4073981-8,4
gnd:4758455-5,2
gnd:4152375-1,1
gnd:4810356-1,1
gnd:4028892-4,10
gnd:4317063-8,1
gnd:4138453-2,1
gnd:4627051-6,1
gnd:4114250-0,1
gnd:4003822-1,3
gnd:4165096-7,2
gnd:4128946-8,13
gnd:4037797-0,2
gnd:4172651-0,1
gnd:1037703324,1
gnd:4124516-7,9
gnd:4128932-8,2
gnd:4142163-2,2
gnd:7742672-1,1
gnd:4069453-7,4
gnd:4139307-7,7
gnd:4148813-1,1
gnd:4047682-0,1
gnd:4517174-9,1
gnd:7652671-9,1
gnd:4140044-6,2
gnd:4195686-2,1
gnd:4074112-6,1
gnd:7611072-2,2
gnd:4161794-0,5
gnd:7611077-1,1
gnd:4828513-4,2
gnd:4059260-1,2
gnd:4136324-3,1
gnd:7558143-7,2
gnd:4046558-5,9
gnd:4232076-8,2
gnd:4031081-4,9
gnd:4394008-0,1
gnd:4139373-9,1
gnd:4008773-6,2
gnd:4225476-0,1
gnd:7531850-7,1
gnd:4116578-0,1
gnd:4120995-3,2
gnd:4068123-3,1
gnd:4226178-8,2
gnd:4172765-4,1
gnd:4680202-2,1
gnd:1049169247,1
gnd:4069402-1,15
gnd:4125536-7,4
gnd:4314653-3,1
gnd:1046903446,1
gnd:4022346-2,4
gnd:4327200-9,2
gnd:7548716-0,3
gnd:4431858-3,3
gnd:4559082-5,2
gnd:4194623-6,1
gnd:1037239342,1
gnd:4113650-0,1
gnd:4214214-3,4
gnd:4175801-8,1
gnd:4547172-1,1
gnd:4252256-0,1
gnd:4659317-2,3
gnd:4169080-1,4
gnd:4015590-0,3
gnd:4734475-1,1
gnd:4206470-3,1
gnd:4034855-6,1
gnd:4060020-8,1
gnd:4273802-7,1
gnd:4133266-0,2
gnd:4003167-6,1
gnd:4135668-8,1
gnd:4477611-1,1
gnd:4067401-0,1
gnd:4171312-6,4
gnd:4127856-2,3
gnd:4132985-5,3
gnd:4008024-9,1
gnd:4175821-3,1
gnd:4153003-2,1
gnd:4047708-3,2
gnd:4122258-1,4
gnd:4132417-1,4
gnd:4577685-4,2
gnd:4668206-5,2
gnd:4066486-7,1
gnd:4055893-9,2
gnd:4427585-7,1
gnd:4185152-3,2
gnd:4000522-7,1
gnd:4035392-8,1
gnd:4134557-5,4
gnd:4139277-2,2
gnd:4319611-1,1
gnd:4031437-6,4
gnd:4124196-4,1
gnd:4023547-6,2
gnd:4063852-2,1
gnd:4005674-0,3
gnd:4035669-3,1
gnd:4167634-8,1
gnd:4135284-1,1
gnd:4114113-1,1
gnd:4177169-2,2
gnd:4151355-1,1
gnd:4163265-5,1
gnd:4067845-3,1
gnd:4317555-7,1
gnd:4027223-0,3
gnd:4122180-1,1
gnd:4026608-4,1
gnd:4280074-2,1
gnd:4260217-8,1
gnd:4436442-8,2
gnd:4158133-7,1
gnd:4376596-8,2
gnd:4188994-0,1
gnd:4160204-3,2
gnd:4158707-8,6
gnd:4669622-2,1
gnd:4255945-5,1
gnd:4174629-6,9
gnd:4016928-5,5
gnd:4807901-7,2
gnd:4518526-8,1
gnd:4549912-3,1
gnd:4187706-8,2
gnd:4121874-7,2
gnd:4761239-3,3
gnd:4064596-4,4
gnd:4134333-5,2
gnd:4069485-9,2
gnd:4361773-6,3
gnd:4224130-3,1
gnd:4113544-1,2
gnd:1071954520,1
gnd:4131130-9,1
gnd:4343604-3,1
gnd:4220824-5,2
gnd:4275830-0,1
gnd:4549291-8,1
gnd:1036857263,1
gnd:4313926-7,1
gnd:4015493-2,1
gnd:4014966-3,3
gnd:4170137-9,2
gnd:4013700-4,1
gnd:4015411-7,1
gnd:4206659-1,1
gnd:4225695-1,2
gnd:4206777-7,1
gnd:1188488384,4
gnd:4298695-3,1
gnd:4016718-5,1
gnd:4636317-8,1
gnd:4337819-5,1
gnd:4190195-2,1
gnd:4344157-9,1
gnd:4030627-6,2
gnd:4345674-1,3
gnd:4007720-2,1
gnd:4069421-5,2
gnd:4127936-0,1
gnd:4501191-6,1
gnd:4174078-6,2
gnd:4162863-9,1
gnd:4029002-5,9
gnd:4043533-7,3
gnd:4308418-7,1
gnd:4512009-2,1
gnd:4025493-8,2
gnd:4333504-4,3
gnd:4073413-4,4
gnd:4053256-2,1
gnd:4056237-2,6
gnd:4131620-4,1
gnd:7566783-6,2
gnd:4233933-9,4
gnd:4123455-8,1
gnd:4001393-5,1
gnd:4001654-7,1
gnd:4071757-4,3
gnd:4132369-5,1
gnd:4000066-7,5
gnd:4377420-9,1
gnd:4157558-1,1
gnd:4046612-7,2
gnd:4135253-1,1
gnd:7666934-8,1
gnd:4004183-9,2
gnd:4072853-5,4
gnd:4368704-0,2
gnd:4172156-1,1
gnd:4066757-1,3
gnd:4746103-2,1
gnd:4018520-5,1
gnd:4776691-8,1
gnd:4171340-0,4
gnd:4711027-2,2
gnd:4156004-8,1
gnd:7579222-9,1
gnd:4070295-9,2
gnd:4129383-6,1
gnd:4117636-4,6
gnd:4036283-8,2
gnd:4136341-3,8
gnd:4165725-1,1
gnd:4348935-7,1
gnd:4351808-4,1
gnd:4073418-3,1
gnd:4198591-6,1
gnd:4472849-9,1
gnd:4067554-3,3
gnd:4044549-5,3
gnd:4191225-1,1
gnd:4041608-2,1
gnd:4673879-4,2
gnd:4070532-8,3
gnd:4064460-1,1
gnd:4189016-4,1
gnd:4068112-9,1
gnd:4803022-3,2
gnd:4321405-8,2
gnd:4052054-7,9
gnd:4014277-2,8
gnd:4052058-4,6
gnd:4415409-4,3
gnd:7864460-4,1
gnd:4062436-5,3
gnd:4163166-3,1
gnd:4027017-8,2
gnd:4507594-3,2
gnd:4142506-6,1
gnd:4016483-4,1
gnd:4167056-5,1
gnd:4167016-4,1
gnd:4192018-1,3
gnd:4563526-2,1
gnd:4226130-2,1
gnd:7622329-2,3
gnd:4134774-2,1
gnd:4073491-2,2
gnd:4153520-0,6
gnd:7690900-1,1
gnd:4000145-3,5
gnd:4126366-2,2
gnd:4120488-8,1
gnd:4400133-2,1
gnd:4023226-8,3
gnd:4494476-7,1
gnd:4443143-0,2
gnd:4136264-0,1
gnd:4200592-9,1
gnd:4041389-5,2
gnd:4834969-0,1
gnd:4834886-7,1
gnd:4235151-0,2
gnd:4188038-9,1
gnd:4074617-3,4
gnd:4158186-6,1
gnd:4348462-1,1
gnd:4036704-6,6
gnd:4173442-7,1
gnd:4602196-6,1
gnd:4186917-5,1
gnd:4047445-8,4
gnd:4550897-5,2
gnd:4019664-1,5
gnd:4385295-6,2
gnd:4114388-7,4
gnd:117770398X,1
gnd:4402278-5,2
gnd:4004040-9,2
